SiteCode,Date,Analyte,Unit,DataType,DataValue,NonDetect,n,MDL,RL,ResQualCode,QACode,Compliance,Comment
630EWK001,10/9/09,"Chloride, Dissolved",mg/L,Annual Average,2.54,,,,,,,,
630EWK001,10/22/10,"Chloride, Dissolved",mg/L,Annual Average,2.77,,,,,,,,
630EWK001,7/7/11,"Chloride, Dissolved",mg/L,Annual Average,3.13,,,,,,,,
630EWK001,11/26/12,"Chloride, Dissolved",mg/L,Annual Average,3.12,,,,,,,,
630EWK001,11/12/13,"Chloride, Dissolved",mg/L,Annual Average,2.94,,,,,,,,
630EWK001,10/2/14,"Chloride, Dissolved",mg/L,Annual Average,3.41,,,,,,,,
630EWK001,10/15/15,"Chloride, Dissolved",mg/L,Annual Average,4.07,,,,,,,,
630EWK001,10/13/16,"Chloride, Dissolved",mg/L,Annual Average,2.82,,,,,,,,
630EWK001,8/21/02,"Boron, Dissolved",mg/L,Annual Average,0.06,,,,,,,,
630EWK001,11/24/03,"Boron, Dissolved",mg/L,Annual Average,0.06,,,,,,,,
630EWK001,11/23/04,"Boron, Dissolved",mg/L,Annual Average,0.09,,,,,,,,
630EWK001,6/2/05,"Boron, Dissolved",mg/L,Annual Average,0.13,,,,,,,,
630EWK001,11/8/07,"Boron, Dissolved",mg/L,Annual Average,0.09,,,,,,,,
630EWK001,10/28/08,"Boron, Dissolved",mg/L,Annual Average,0.1,,,,,,,,
630EWK001,10/9/09,"Boron, Dissolved",mg/L,Annual Average,0.07,,,,,,,,
630EWK001,10/22/10,"Boron, Dissolved",mg/L,Annual Average,0.08,,,,,,,,
630EWK001,7/7/11,"Boron, Dissolved",mg/L,Annual Average,0.09,,,,,,,,
630EWK001,11/26/12,"Boron, Dissolved",mg/L,Annual Average,0.09,,,,,,,,
630EWK001,11/12/13,"Boron, Dissolved",mg/L,Annual Average,0.11,,,,,,,,
630EWK001,10/2/14,"Boron, Dissolved",mg/L,Annual Average,0.14,,,,,,,,
630EWK001,10/15/15,"Boron, Dissolved",mg/L,Annual Average,0.36,,,,,,,,
630EWK001,10/13/16,"Boron, Dissolved",mg/L,Annual Average,0.12,,,,,,,,
