SiteCode,Date,Analyte,Unit,DataType,DataValue,NonDetect,n,MDL,RL,ResQualCode,QACode,Compliance,Comment
632ECR005,10/6/14,"Sulfate, Dissolved",mg/L,Annual Average,6.3,,,,,,,,
632ECR005,10/26/15,"Sulfate, Dissolved",mg/L,Annual Average,6.5,,,,,,,,
632ECR005,10/27/16,"Sulfate, Dissolved",mg/L,Annual Average,3.5,,,,,,,,
632ECR005,10/16/01,"Nitrogen, Total",mg/L,Annual Average,0.12,,,,,,,,
632ECR005,12/12/02,"Nitrogen, Total",mg/L,Annual Average,0.13,,,,,,,,
632ECR005,11/18/03,"Nitrogen, Total",mg/L,Annual Average,0.07,,,,,,,,
632ECR005,11/24/04,"Nitrogen, Total",mg/L,Annual Average,0.11,,,,,,,,
632ECR005,11/15/05,"Nitrogen, Total",mg/L,Annual Average,0.11,,,,,,,,
632ECR005,12/7/06,"Nitrogen, Total",mg/L,Annual Average,0.08,,,,,,,,
632ECR005,11/6/07,"Nitrogen, Total",mg/L,Annual Average,0.12,,,,,,,,
632ECR005,10/22/08,"Nitrogen, Total",mg/L,Annual Average,0.21,,,,,,,,
632ECR005,10/23/09,"Nitrogen, Total",mg/L,Annual Average,0.09,,,,,,,,
632ECR005,10/20/10,"Nitrogen, Total",mg/L,Annual Average,0.11,,,,,,,,
632ECR005,7/20/11,"Nitrogen, Total",mg/L,Annual Average,0.02,,,,,,,,
632ECR005,10/17/12,"Nitrogen, Total",mg/L,Annual Average,0.08,,,,,,,,
632ECR005,10/7/13,"Nitrogen, Total",mg/L,Annual Average,0.09,,,,,,,,
632ECR005,10/6/14,"Nitrogen, Total",mg/L,Annual Average,0.09,,,,,,,,
632ECR005,10/26/15,"Nitrogen, Total",mg/L,Annual Average,0.08,,,,,,,,
632ECR005,10/27/16,"Nitrogen, Total",mg/L,Annual Average,0.11,,,,,,,,
632ECR005,12/12/02,"Chloride, Dissolved",mg/L,Annual Average,3.56,,,,,,,,
632ECR005,11/18/03,"Chloride, Dissolved",mg/L,Annual Average,2.74,,,,,,,,
632ECR005,11/24/04,"Chloride, Dissolved",mg/L,Annual Average,2.68,,,,,,,,
632ECR005,8/25/05,"Chloride, Dissolved",mg/L,Annual Average,1.63,,,,,,,,
632ECR005,12/7/06,"Chloride, Dissolved",mg/L,Annual Average,1.7,,,,,,,,
632ECR005,11/6/07,"Chloride, Dissolved",mg/L,Annual Average,2,,,,,,,,
632ECR005,10/22/08,"Chloride, Dissolved",mg/L,Annual Average,2.86,,,,,,,,
632ECR005,10/23/09,"Chloride, Dissolved",mg/L,Annual Average,2.85,,,,,,,,
632ECR005,10/20/10,"Chloride, Dissolved",mg/L,Annual Average,2.9,,,,,,,,
632ECR005,8/3/11,"Chloride, Dissolved",mg/L,Annual Average,1.04,,,,,,,,
632ECR005,10/17/12,"Chloride, Dissolved",mg/L,Annual Average,3.09,,,,,,,,
632ECR005,10/7/13,"Chloride, Dissolved",mg/L,Annual Average,3,,,,,,,,
632ECR005,10/6/14,"Chloride, Dissolved",mg/L,Annual Average,3.5,,,,,,,,
632ECR005,10/26/15,"Chloride, Dissolved",mg/L,Annual Average,3.83,,,,,,,,
632ECR005,10/27/16,"Chloride, Dissolved",mg/L,Annual Average,1.6,,,,,,,,
632ECR005,9/10/02,"Boron, Dissolved",mg/L,Annual Average,0.124,,,,,,,,
632ECR005,11/18/03,"Boron, Dissolved",mg/L,Annual Average,0.151,,,,,,,,
632ECR005,11/24/04,"Boron, Dissolved",mg/L,Annual Average,0.11,,,,,,,,
632ECR005,8/25/05,"Boron, Dissolved",mg/L,Annual Average,0.071,,,,,,,,
632ECR005,12/27/07,"Boron, Dissolved",mg/L,Annual Average,0.179,,,,,,,,
632ECR005,12/2/08,"Boron, Dissolved",mg/L,Annual Average,0.122,,,,,,,,
632ECR005,12/28/09,"Boron, Dissolved",mg/L,Annual Average,0.11,,,,,,,,
632ECR005,11/2/10,"Boron, Dissolved",mg/L,Annual Average,0.1,,,,,,,,
632ECR005,9/7/11,"Boron, Dissolved",mg/L,Annual Average,0.054,,,,,,,,
632ECR005,10/17/12,"Boron, Dissolved",mg/L,Annual Average,0.136,,,,,,,,
632ECR005,10/7/13,"Boron, Dissolved",mg/L,Annual Average,0.14,,,,,,,,
632ECR005,10/6/14,"Boron, Dissolved",mg/L,Annual Average,0.2,,,,,,,,
632ECR005,10/26/15,"Boron, Dissolved",mg/L,Annual Average,0.315,,,,,,,,
632ECR005,10/27/16,"Boron, Dissolved",mg/L,Annual Average,0.1,,,,,,,,
